,MRSP,Drivetrain,Passenger Capacity,Passenger Doors,Transmission,"Fuel Tank Capacity, Approx (gal)",Engine Type,Brake Type,Brake ABS System,Spare Wheel Material,Front Wheel Material,Rear Wheel Material,Suspension Type - Front,Suspension Type - Rear,Child Safety Rear Door Locks,Daytime Running Lights,Traction Control,Rollover Protection Bars,Fog Lamps,Parking Aid,Tire Pressure Monitor,Back-Up Camera,Stability Control,Basic Miles/km,Basic Years,Corrosion Miles/km,Corrosion Years,Drivetrain Miles/km,Drivetrain Years,Roadside Assistance Miles/km,Roadside Assistance Years,City Mileage,Highway Mileage,Engine Fuel Type,Engine Displacement,Gears,torque,Horsepower,Year,Make,Main Make
17404,22076.0,2,5,4,1,20.2,22,0,1,6,1,1,82,138,0,0,0,0,0,0,0,0,0,9,5,3,9,9,8,8,6,17.0,22.0,37,4.0,4,225.0,190.0,1996,446,0
17405,17099.0,1,5,2,0,20.2,22,0,1,6,5,5,82,138,0,0,0,0,0,0,0,0,0,9,5,3,9,9,8,8,6,18.0,23.0,37,4.0,5,225.0,190.0,1996,446,0
17406,14745.0,1,5,2,0,20.2,19,0,1,6,5,5,82,138,0,0,0,0,0,0,0,0,0,9,5,3,9,9,8,8,6,19.0,23.0,34,2.5,5,149.0,130.0,1996,446,0
17407,18611.0,2,5,2,0,20.2,22,0,1,6,5,5,82,138,0,0,0,0,0,0,0,0,0,9,5,3,9,9,8,8,6,17.0,22.0,37,4.0,5,225.0,190.0,1996,446,0
17482,31945.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2019,2175,0
17483,34245.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17484,44295.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17485,86900.0,2,5,4,0,24.6,88,1,0,4,4,4,86,100,1,1,1,0,0,0,1,1,1,3,1,4,5,4,4,6,4,11.0,17.0,91,6.2,8,645.0,707.0,2019,2175,0
17486,54695.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17487,68395.0,2,5,4,0,24.6,74,1,0,4,4,4,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,6,4,13.0,19.0,78,6.4,8,470.0,475.0,2019,2175,0
17488,48995.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17489,41195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,0,1,0,0,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17490,41195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17491,34245.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17492,34245.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17493,48995.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,0,0,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17494,34245.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2019,2175,0
17495,31945.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2019,2175,0
17498,39195.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,0,1,0,0,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2019,2175,0
17499,39195.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2019,2175,0
17500,31945.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2019,2175,0
17501,31945.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2019,2175,0
17503,30895.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2018,1882,0
17504,33195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17505,43595.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17506,86200.0,2,5,4,0,24.6,88,1,0,4,4,4,86,100,1,1,1,0,0,0,1,1,1,3,1,4,5,4,4,6,4,11.0,17.0,91,6.2,8,645.0,707.0,2018,1882,0
17507,53995.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17508,40495.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17509,67695.0,2,5,4,0,24.6,74,1,0,4,4,4,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,6,4,13.0,19.0,78,6.4,8,470.0,475.0,2018,1882,0
17510,48295.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17511,40495.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17512,33195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17513,33195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17514,48295.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,0,0,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17515,33195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,18.0,25.0,86,3.6,8,260.0,295.0,2018,1882,0
17517,38495.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2018,1882,0
17519,38495.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2018,1882,0
17520,30895.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2018,1882,0
17521,30895.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,6,4,19.0,26.0,86,3.6,8,260.0,295.0,2018,1882,0
17523,32295.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,0,4,18.0,25.0,86,3.6,8,260.0,293.0,2016,1598,0
17524,49795.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,19.0,26.0,86,3.6,8,260.0,295.0,2016,1598,0
17525,44395.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,19.0,26.0,86,3.6,8,260.0,295.0,2016,1598,0
17526,29995.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,0,4,19.0,26.0,86,3.6,8,260.0,293.0,2016,1598,0
17527,37565.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,19.0,26.0,86,3.6,8,260.0,293.0,2016,1598,0
17528,29995.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,4,5,4,4,0,4,19.0,26.0,86,3.6,8,260.0,293.0,2016,1598,0
17529,44395.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,19.0,26.0,86,3.6,8,260.0,295.0,2016,1598,0
17530,29995.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,0,4,19.0,26.0,86,3.6,8,260.0,293.0,2016,1598,0
17531,52795.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,18.0,25.0,86,3.6,8,260.0,295.0,2016,1598,0
17532,65695.0,2,5,4,0,24.6,74,1,0,4,4,4,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,13.0,19.0,78,6.4,8,470.0,475.0,2016,1598,0
17533,65695.0,2,5,4,0,24.6,74,1,0,4,4,4,86,100,1,0,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,13.0,19.0,78,6.4,8,470.0,475.0,2016,1598,0
17534,47395.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,18.0,25.0,86,3.6,8,260.0,295.0,2016,1598,0
17535,32295.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,4,4,0,4,18.0,25.0,86,3.6,8,260.0,293.0,2016,1598,0
17536,39565.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,18.0,25.0,86,3.6,8,260.0,293.0,2016,1598,0
17537,32295.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,4,5,4,4,0,4,18.0,25.0,86,3.6,8,260.0,293.0,2016,1598,0
17538,47395.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,4,4,0,4,18.0,25.0,86,3.6,8,260.0,295.0,2016,1598,0
17539,31995.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,4,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2015,1360,0
17540,48995.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2015,1360,0
17541,43595.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2015,1360,0
17542,37065.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2015,1360,0
17543,29995.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,4,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2015,1360,0
17544,43595.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2015,1360,0
17545,29995.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,4,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2015,1360,0
17546,51995.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2015,1360,0
17547,64895.0,2,5,4,0,24.6,74,1,0,4,4,4,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,0,4,0,4,13.0,19.0,78,6.4,8,470.0,475.0,2015,1360,0
17548,46595.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2015,1360,0
17549,39065.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,4,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2015,1360,0
17550,31995.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,4,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2015,1360,0
17551,46595.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,1,1,3,1,4,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2015,1360,0
17552,31495.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,0,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2014,1151,0
17553,48195.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2014,1151,0
17554,43195.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2014,1151,0
17555,36495.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2014,1151,0
17556,29495.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,0,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2014,1151,0
17557,29495.0,1,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,0,5,0,4,0,4,17.0,25.0,86,3.6,8,260.0,290.0,2014,1151,0
17558,51195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2014,1151,0
17559,64380.0,2,5,4,0,24.6,74,1,0,4,4,4,86,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,13.0,19.0,78,6.4,8,465.0,470.0,2014,1151,0
17560,46195.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2014,1151,0
17561,38495.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2014,1151,0
17562,31495.0,2,5,4,0,24.6,82,1,0,5,1,1,86,100,1,1,1,0,1,0,1,0,1,3,1,0,5,0,4,0,4,17.0,24.0,86,3.6,8,260.0,290.0,2014,1151,0
17563,29695.0,2,5,4,1,24.6,41,0,0,5,1,1,85,100,1,0,1,0,1,0,1,0,1,3,1,0,5,0,4,0,4,16.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17564,40495.0,1,5,4,1,24.6,41,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17565,40495.0,1,5,4,1,24.6,41,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17566,37095.0,1,5,4,1,24.6,41,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17567,27695.0,1,5,4,1,24.6,41,0,0,5,1,1,85,100,1,0,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,17.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17568,27695.0,1,5,4,1,24.6,41,0,0,5,1,1,85,100,1,0,1,0,1,0,1,0,1,3,1,0,5,0,4,0,4,17.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17569,60295.0,2,5,4,1,24.6,29,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,12.0,18.0,44,6.4,5,465.0,470.0,2013,949,0
17570,60295.0,2,5,4,1,24.6,29,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,12.0,18.0,44,6.4,5,465.0,470.0,2013,949,0
17571,60295.0,2,5,4,1,24.6,29,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,12.0,18.0,44,6.4,5,465.0,470.0,2013,949,0
17572,43995.0,2,5,4,1,24.6,41,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,16.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17573,43995.0,2,5,4,1,24.6,41,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,16.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17574,39595.0,2,5,4,1,24.6,41,0,0,5,1,1,85,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,16.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17575,29695.0,2,5,4,1,24.6,41,0,0,5,1,1,85,100,1,0,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,16.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17576,29695.0,2,5,4,1,24.6,41,0,0,5,1,1,85,100,1,0,1,0,1,1,1,1,1,3,1,0,5,0,4,0,4,16.0,23.0,19,3.6,5,260.0,290.0,2013,949,0
17577,29195.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,0,1,0,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17578,39895.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,17.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17579,39895.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,17.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17580,36795.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,17.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17581,27195.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,17.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17582,27195.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,0,1,0,1,3,1,0,5,0,4,3,2,17.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17583,54670.0,2,5,4,1,24.6,29,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,12.0,18.0,44,6.4,5,465.0,465.0,2012,759,0
17584,43395.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17585,43395.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17586,39295.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17587,29195.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2012,759,0
17588,32215.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,22.0,19,3.6,5,260.0,290.0,2011,583,0
17589,38795.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2011,583,0
17590,38795.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2011,583,0
17591,36715.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,0,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2011,583,0
17592,30215.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,0,1,0,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2011,583,0
17593,30215.0,1,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,23.0,19,3.6,5,260.0,290.0,2011,583,0
17594,42295.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,22.0,19,3.6,5,260.0,290.0,2011,583,0
17595,42295.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,1,1,1,1,3,1,0,5,0,4,3,2,16.0,22.0,19,3.6,5,260.0,290.0,2011,583,0
17596,39215.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,1,1,0,1,0,1,1,1,3,1,0,5,0,4,3,2,16.0,22.0,19,3.6,5,260.0,290.0,2011,583,0
17597,32215.0,2,5,4,1,24.6,41,0,0,5,1,1,50,100,1,0,1,0,1,0,1,0,1,3,1,0,5,0,4,3,2,16.0,22.0,19,3.6,5,260.0,290.0,2011,583,0
17598,32680.0,2,5,4,1,21.1,28,0,0,4,1,1,91,89,1,0,1,0,0,0,1,0,1,3,1,0,5,0,4,3,2,15.0,20.0,43,3.7,5,235.0,210.0,2010,411,0
17599,37480.0,1,5,4,1,21.1,28,0,0,4,1,1,91,89,1,0,1,0,1,0,1,1,1,3,1,0,5,0,4,3,2,14.0,20.0,43,3.7,5,235.0,210.0,2010,411,0
17600,30710.0,1,5,4,1,21.1,28,0,0,4,1,1,91,89,1,0,1,0,0,0,1,0,1,3,1,0,5,0,4,3,2,16.0,21.0,43,3.7,5,235.0,210.0,2010,411,0
17601,43325.0,2,5,4,1,20.5,29,0,0,4,1,1,91,89,1,0,1,0,1,0,1,0,1,3,1,0,5,0,4,3,2,12.0,16.0,44,6.1,5,420.0,420.0,2010,411,0
17602,39420.0,2,5,4,1,21.1,28,0,0,4,1,1,91,89,1,0,1,0,1,0,1,1,1,3,1,0,5,0,4,3,2,13.0,19.0,43,3.7,5,235.0,210.0,2010,411,0
17603,32420.0,2,5,4,1,21.1,28,0,0,5,1,1,91,89,1,0,1,0,0,0,1,0,1,3,1,0,5,10,9,3,2,15.0,20.0,43,3.7,5,235.0,210.0,2009,252,0
17604,30450.0,1,5,4,1,21.1,28,0,0,5,1,1,91,89,1,0,1,0,1,1,1,1,1,3,1,0,5,10,9,3,2,16.0,21.0,43,3.7,5,235.0,210.0,2009,252,0
17605,41410.0,1,5,4,1,21.1,29,0,0,1,1,1,91,89,1,0,1,0,1,1,1,1,1,3,1,0,5,10,9,3,2,14.0,19.0,44,5.7,5,389.0,357.0,2009,252,0
17606,37220.0,1,5,4,1,21.1,28,0,0,5,1,1,91,89,1,0,1,0,1,1,1,1,1,3,1,0,5,10,9,3,2,16.0,21.0,43,3.7,5,235.0,210.0,2009,252,0
17607,30450.0,1,5,4,1,21.1,28,0,0,5,1,1,91,89,1,0,1,0,0,0,1,0,1,3,1,0,5,10,9,3,2,16.0,21.0,43,3.7,5,235.0,210.0,2009,252,0
17608,42965.0,2,5,4,1,21.1,29,0,0,4,1,1,91,89,1,0,1,0,1,0,1,0,1,3,1,0,5,10,9,3,2,11.0,14.0,44,6.1,5,420.0,420.0,2009,252,0
17609,32420.0,2,5,4,1,21.1,28,0,0,5,1,1,91,89,1,0,1,0,1,1,1,1,1,3,1,0,5,10,9,3,2,15.0,20.0,43,3.7,5,235.0,210.0,2009,252,0
17610,44845.0,2,5,4,1,21.1,29,0,0,1,1,1,91,89,1,0,1,0,1,1,1,1,1,3,1,0,5,10,9,3,2,13.0,19.0,44,5.7,5,389.0,357.0,2009,252,0
17611,39310.0,2,5,4,1,21.1,28,0,0,5,1,1,91,89,1,0,1,0,1,1,1,1,1,3,1,0,5,10,9,3,2,15.0,20.0,43,3.7,5,235.0,210.0,2009,252,0
17612,31390.0,2,5,4,1,21.1,28,0,0,5,1,1,59,89,0,0,1,0,0,0,1,0,1,3,1,4,3,10,9,3,2,15.0,19.0,43,3.7,5,235.0,210.0,2008,95,0
17613,39855.0,1,5,4,1,21.1,29,0,0,1,1,1,59,89,0,0,1,0,1,1,1,1,1,3,1,4,3,10,9,3,2,13.0,19.0,44,5.7,5,375.0,330.0,2008,95,0
17614,36715.0,1,5,4,1,21.1,29,0,0,5,1,1,59,89,0,0,1,0,1,1,1,1,1,3,1,4,3,10,9,3,2,14.0,19.0,44,4.7,5,334.0,305.0,2008,95,0
17615,29420.0,1,5,4,1,21.1,28,0,0,5,1,1,59,89,0,0,1,0,0,0,1,0,1,3,1,4,3,10,9,3,2,15.0,20.0,43,3.7,5,235.0,210.0,2008,95,0
17616,41575.0,2,5,4,1,21.1,29,0,0,4,1,1,59,89,0,0,1,0,1,0,1,0,1,3,1,4,3,10,9,3,2,11.0,14.0,44,6.1,5,420.0,420.0,2008,95,0
17617,43290.0,2,5,4,1,21.1,29,0,0,1,1,1,59,89,0,0,1,0,1,1,1,1,1,3,1,4,3,10,9,3,2,13.0,18.0,44,5.7,5,375.0,330.0,2008,95,0
